上目,super-order,目,order,亜目,sub-order,科,family,亜科,sub-family,genus,sub-genus,属,species,種
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヒラタブンブク科,Loveniidae,-,-,Homolampas,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヒラタブンブク科,Loveniidae,-,-,Echinocardium,-,オカメブンブク属,cordatum,オカメブンブク
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヒラタブンブク科,Loveniidae,-,-,Echinocardium,-,オカメブンブク属,lymani,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヒラタブンブク科,Loveniidae,-,-,Echinocardium,-,オカメブンブク属,pennatifidum,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヒラタブンブク科,Loveniidae,-,-,Echinocardium,-,オカメブンブク属,flavescens,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヒラタブンブク科,Loveniidae,-,-,Echinocardium,-,オカメブンブク属,mediterraneum,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Platybrissus,-,イタブンブク属,roemeri,イタブンブク
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Argopatagus,-,モンナシイタブンブク属,vitreus,モンナシイタブンブク
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Argopatagus,-,モンナシイタブンブク属,planus,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Palaeobrissus,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Palaeotrops,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Palaeotrema,-,オタフクブンブク属,loveni,オタフクブンブク
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Linopneustes,-,ウルトラブンブク属,fragilis,ウルトラブンブク
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Linopneustes,-,ウルトラブンブク属,murrayi,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Palaeopneustes,-,-,cristatus,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Elipneustes,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Heterobrissus,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Plesiozonus,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Pycnolampas,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Delopatagus,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Genicopatagus,-,-,-,-
無ランタン上目,Atelostomata,ブンブク目,Spatangoida,ホンブンブク亜目,Spatangina,ヘンゲブンブク科,Asterostomatidae= Palaeopneustidae,-,-,Asterostoma,-,-,-,-
